Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId
0011g00000nAbskAAC,,,Odens Engineering,Installation Partner,,15838 1st Avenue South,Burien,WA,981481213,US,,,,"{""city"":""Burien"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""981481213"",""state"":""WA"",""street"":""15838 1st Avenue South""}",15838 1st Avenue South,Burien,WA,981481213,US,,,,"{""city"":""Burien"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""981481213"",""state"":""WA"",""street"":""15838 1st Avenue South""}",(555) 217-1837,(555) 374-8050,000633243808,,/services/images/photo/0011g00000nAbskAAC,,Engineering,29377800,380,Private,,,Warm,,0051g000004BvFfAAK,2014-07-23T21:46:19.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbslAAC,,,Phann Technology,Installation Partner,,"1620 Camino De La Reina, Suite #E-2",San Diego,CA,92108,US,,,,"{""city"":""San Diego"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92108"",""state"":""CA"",""street"":""1620 Camino De La Reina, Suite #E-2""}","1620 Camino De La Reina, Suite #E-2",San Diego,CA,92108,US,,,,"{""city"":""San Diego"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92108"",""state"":""CA"",""street"":""1620 Camino De La Reina, Suite #E-2""}",(555) 908-2589,(555) 759-4838,000876688179,,/services/images/photo/0011g00000nAbslAAC,,Technology,39264450,230,Private,,,Warm,,0051g000004BvFfAAK,2016-09-08T21:21:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsmAAC,,,Menedez Corp,Installation Partner,,280 Spreckels Avenue,Manteca,CA,95336,US,,,,"{""city"":""Manteca"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95336"",""state"":""CA"",""street"":""280 Spreckels Avenue""}",280 Spreckels Avenue,Manteca,CA,95336,US,,,,"{""city"":""Manteca"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95336"",""state"":""CA"",""street"":""280 Spreckels Avenue""}",(555) 142-4533,(555) 670-8085,000128255559,,/services/images/photo/0011g00000nAbsmAAC,,Other,171067500,1500,Private,,,Cold,,0051g000004BvFfAAK,2012-10-19T22:12:32.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsnAAC,,,Thomaston Entertainment,Technology Partner,,"198-10, Daejo-Dong, Eunpyung-Gu",Seoul,11,122-872,KR,,,,"{""city"":""Seoul"",""country"":""KR"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""122-872"",""state"":""11"",""street"":""198-10, Daejo-Dong, Eunpyung-Gu""}","198-10, Daejo-Dong, Eunpyung-Gu",Seoul,11,122-872,KR,,,,"{""city"":""Seoul"",""country"":""KR"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""122-872"",""state"":""11"",""street"":""198-10, Daejo-Dong, Eunpyung-Gu""}",(555) 661-9551,(555) 523-3463,000682857291,,/services/images/photo/0011g00000nAbsnAAC,,Entertainment,18321500,100,Subsidiary,,,Warm,,0051g000004BvFfAAK,2010-07-15T22:05:41.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsoAAC,,,Leer Entertainment,Customer - Channel,,845 Main Street,Willits,CA,954903915,US,,,,"{""city"":""Willits"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""954903915"",""state"":""CA"",""street"":""845 Main Street""}",845 Main Street,Willits,CA,954903915,US,,,,"{""city"":""Willits"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""954903915"",""state"":""CA"",""street"":""845 Main Street""}",(555) 964-7166,(555) 592-7907,000469925582,,/services/images/photo/0011g00000nAbsoAAC,,Entertainment,3175825,25,Private,,,Warm,,0051g000004BvFfAAK,2017-11-08T20:19:14.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbspAAC,,,Beighley University,Customer - Channel,,"15355 24 Ave, South Point Exchange",Surrey,BC,V4A 2H9,CA,,,,"{""city"":""Surrey"",""country"":""CA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""V4A 2H9"",""state"":""BC"",""street"":""15355 24 Ave, South Point Exchange""}","15355 24 Ave, South Point Exchange",Surrey,BC,V4A 2H9,CA,,,,"{""city"":""Surrey"",""country"":""CA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""V4A 2H9"",""state"":""BC"",""street"":""15355 24 Ave, South Point Exchange""}",(555) 813-5850,(555) 258-6968,000217112921,,/services/images/photo/0011g00000nAbspAAC,,Education,348319600,6700,Private,,,Warm,,0051g000004BvFfAAK,2018-04-30T15:53:36.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsqAAC,,,Rieve Environmental,Technology Partner,,601 Brasilia Ave,Kansas City,MO,64153,US,,,,"{""city"":""Kansas City"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""64153"",""state"":""MO"",""street"":""601 Brasilia Ave""}",601 Brasilia Ave,Kansas City,MO,64153,US,,,,"{""city"":""Kansas City"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""64153"",""state"":""MO"",""street"":""601 Brasilia Ave""}",(555) 963-7506,(555) 564-3205,000264157984,,/services/images/photo/0011g00000nAbsqAAC,,Environmental,31199500,460,Private,,,Cold,,0051g000004BvFfAAK,2016-05-22T02:06:42.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsrAAC,,,Global Brodsho Utilities,Customer - Channel,,30600 Hwy 441 So,Commerce,GA,305298700,US,,,,"{""city"":""Commerce"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""305298700"",""state"":""GA"",""street"":""30600 Hwy 441 So""}",30600 Hwy 441 So,Commerce,GA,305298700,US,,,,"{""city"":""Commerce"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""305298700"",""state"":""GA"",""street"":""30600 Hwy 441 So""}",(555) 555-7570,(555) 648-3195,000467544071,,/services/images/photo/0011g00000nAbsrAAC,,Utilities,157028000,1000,Private,,,Warm,,0051g000004BvFfAAK,2019-03-28T18:45:50.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbssAAC,,,Fest Organization,Customer - Channel,,"3511 Preston Road, 2",Frisco,TX,750349065,US,,,,"{""city"":""Frisco"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""750349065"",""state"":""TX"",""street"":""3511 Preston Road, 2""}","3511 Preston Road, 2",Frisco,TX,750349065,US,,,,"{""city"":""Frisco"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""750349065"",""state"":""TX"",""street"":""3511 Preston Road, 2""}",(555) 415-2890,(555) 809-3523,000769781125,,/services/images/photo/0011g00000nAbssAAC,,Not For Profit,246462600,7300,Subsidiary,,,Hot,,0051g000004BvFfAAK,2011-08-31T20:21:14.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbstAAC,,,Niday Shipping,Customer - Direct,,4175 Vinewood Lane N,Plymouth,MN,554422624,US,,,,"{""city"":""Plymouth"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""554422624"",""state"":""MN"",""street"":""4175 Vinewood Lane N""}",4175 Vinewood Lane N,Plymouth,MN,554422624,US,,,,"{""city"":""Plymouth"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""554422624"",""state"":""MN"",""street"":""4175 Vinewood Lane N""}",(555) 803-6920,(555) 885-6207,000759378907,,/services/images/photo/0011g00000nAbstAAC,,Shipping,28217400,200,Private,,,Warm,,0051g000004BvFfAAK,2006-09-29T01:47:48.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsuAAC,,,Tomash Apparel,Prospect,,13719 SE Millplain Blvd.,Vancouver,WA,986846945,US,,,,"{""city"":""Vancouver"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""986846945"",""state"":""WA"",""street"":""13719 SE Millplain Blvd.""}",13719 SE Millplain Blvd.,Vancouver,WA,986846945,US,,,,"{""city"":""Vancouver"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""986846945"",""state"":""WA"",""street"":""13719 SE Millplain Blvd.""}",(555) 193-1662,(555) 136-9664,000397587127,,/services/images/photo/0011g00000nAbsuAAC,,Apparel,-1075262400,580000,Private,,,Hot,,0051g000004BvFfAAK,2018-05-31T17:29:28.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsvAAC,,,Taque Technology,Channel Partner / Reseller,,615 Division Avenue S,Medicine Hat,AB,T1A 2J9,CA,,,,"{""city"":""Medicine Hat"",""country"":""CA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""T1A 2J9"",""state"":""AB"",""street"":""615 Division Avenue S""}",615 Division Avenue S,Medicine Hat,AB,T1A 2J9,CA,,,,"{""city"":""Medicine Hat"",""country"":""CA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""T1A 2J9"",""state"":""AB"",""street"":""615 Division Avenue S""}",(555) 737-1392,(555) 144-7562,000391571565,,/services/images/photo/0011g00000nAbsvAAC,,Technology,15193650,150,Subsidiary,,,Cold,,0051g000004BvFfAAK,2012-07-24T16:22:53.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbswAAC,,,Regional Staebell Builders,Other,,6682 Alhambra Ave.,Martinez,CA,945536105,US,,,,"{""city"":""Martinez"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""945536105"",""state"":""CA"",""street"":""6682 Alhambra Ave.""}",6682 Alhambra Ave.,Martinez,CA,945536105,US,,,,"{""city"":""Martinez"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""945536105"",""state"":""CA"",""street"":""6682 Alhambra Ave.""}",(555) 872-7573,(555) 672-2371,000415662163,,/services/images/photo/0011g00000nAbswAAC,,Construction,298716000,3100,Subsidiary,,,Warm,,0051g000004BvFfAAK,2016-01-18T01:08:22.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsxAAC,,,Tarran Manufacturing,Technology Partner,,mile post 6N NY Thru way,Hastings on Hudson,NY,10706,US,,,,"{""city"":""Hastings on Hudson"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10706"",""state"":""NY"",""street"":""mile post 6N NY Thru way""}",mile post 6N NY Thru way,Hastings on Hudson,NY,10706,US,,,,"{""city"":""Hastings on Hudson"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10706"",""state"":""NY"",""street"":""mile post 6N NY Thru way""}",(555) 441-2934,(555) 843-3062,000478816069,,/services/images/photo/0011g00000nAbsxAAC,,Manufacturing,2858688,32,Subsidiary,,,Cold,,0051g000004BvFfAAK,2009-12-05T16:23:29.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsyAAC,,,Levell Tech,Customer - Channel,,15802 Champion Forest Dr,Spring,TX,773797141,US,,,,"{""city"":""Spring"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""773797141"",""state"":""TX"",""street"":""15802 Champion Forest Dr""}",15802 Champion Forest Dr,Spring,TX,773797141,US,,,,"{""city"":""Spring"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""773797141"",""state"":""TX"",""street"":""15802 Champion Forest Dr""}",(555) 578-8092,(555) 980-1696,000585116822,,/services/images/photo/0011g00000nAbsyAAC,,Electronics,4233990,30,Private,,,Warm,,0051g000004BvFfAAK,2012-03-25T23:04:48.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbszAAC,,,Loreaux Machinery,Technology Partner,,"الدائري الخامس, قطعة 14",مدينة الكويت,KU,,KW,,,,"{""city"":""مدينة الكويت"",""country"":""KW"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""KU"",""street"":""الدائري الخامس, قطعة 14""}","الدائري الخامس, قطعة 14",مدينة الكويت,KU,,KW,,,,"{""city"":""مدينة الكويت"",""country"":""KW"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""KU"",""street"":""الدائري الخامس, قطعة 14""}",(555) 396-5275,(555) 689-8724,000821221915,,/services/images/photo/0011g00000nAbszAAC,,Machinery,10275483,83,Public,,,Warm,,0051g000004BvFfAAK,2016-12-11T20:16:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt0AAC,,,National Monterio Insurance,Prospect,,2937 Monroe Way,Monroe,NC,28110,US,,,,"{""city"":""Monroe"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""28110"",""state"":""NC"",""street"":""2937 Monroe Way""}",2937 Monroe Way,Monroe,NC,28110,US,,,,"{""city"":""Monroe"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""28110"",""state"":""NC"",""street"":""2937 Monroe Way""}",(555) 319-9804,(555) 352-7290,000431122444,,/services/images/photo/0011g00000nAbt0AAC,,Insurance,4910802,58,Subsidiary,,,Warm,,0051g000004BvFfAAK,2019-05-02T02:56:29.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt1AAC,,,Macknight Chemicals,Customer - Channel,,113 N Northwest Loop 323,Tyler,TX,757028725,US,,,,"{""city"":""Tyler"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""757028725"",""state"":""TX"",""street"":""113 N Northwest Loop 323""}",113 N Northwest Loop 323,Tyler,TX,757028725,US,,,,"{""city"":""Tyler"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""757028725"",""state"":""TX"",""street"":""113 N Northwest Loop 323""}",(555) 660-9400,(555) 290-7150,000321382892,,/services/images/photo/0011g00000nAbt1AAC,,Chemicals,7207620,60,Private,,,Cold,,0051g000004BvFfAAK,2015-02-24T19:52:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt2AAC,,,Stagliano Entertainment,Other,,"94, Future Park Rangsit, Phaholyothin Road",Thunburi,13,12130,TH,,,,"{""city"":""Thunburi"",""country"":""TH"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""12130"",""state"":""13"",""street"":""94, Future Park Rangsit, Phaholyothin Road""}","94, Future Park Rangsit, Phaholyothin Road",Thunburi,13,12130,TH,,,,"{""city"":""Thunburi"",""country"":""TH"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""12130"",""state"":""13"",""street"":""94, Future Park Rangsit, Phaholyothin Road""}",(555) 967-6038,(555) 140-2040,000676615244,,/services/images/photo/0011g00000nAbt2AAC,,Entertainment,15989180,82,Private,,,Hot,,0051g000004BvFfAAK,2019-05-09T17:53:43.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt3AAC,,,Neisler Labs,Installation Partner,,"600 Pine St, #255",Seattle,WA,98101,US,,,,"{""city"":""Seattle"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98101"",""state"":""WA"",""street"":""600 Pine St, #255""}","600 Pine St, #255",Seattle,WA,98101,US,,,,"{""city"":""Seattle"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98101"",""state"":""WA"",""street"":""600 Pine St, #255""}",(555) 218-6227,(555) 721-7169,000944036136,,/services/images/photo/0011g00000nAbt3AAC,,Biotechnology,106331680,910,Subsidiary,,,Cold,,0051g000004BvFfAAK,2016-08-31T15:09:42.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt4AAC,,,Giardino Publishing,Installation Partner,,4001 Leslie Street,Toronto,ON,M2K 1E1,CA,,,,"{""city"":""Toronto"",""country"":""CA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""M2K 1E1"",""state"":""ON"",""street"":""4001 Leslie Street""}",4001 Leslie Street,Toronto,ON,M2K 1E1,CA,,,,"{""city"":""Toronto"",""country"":""CA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""M2K 1E1"",""state"":""ON"",""street"":""4001 Leslie Street""}",(555) 802-7680,(555) 183-1816,000980860305,,/services/images/photo/0011g00000nAbt4AAC,,Communications,1596608,13,Subsidiary,,,Hot,,0051g000004BvFfAAK,2019-12-26T02:40:40.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt5AAC,,,Fuls Healthcare,Technology Partner,,39 Massa Drive,Kingston,NY,124018107,US,,,,"{""city"":""Kingston"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""124018107"",""state"":""NY"",""street"":""39 Massa Drive""}",39 Massa Drive,Kingston,NY,124018107,US,,,,"{""city"":""Kingston"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""124018107"",""state"":""NY"",""street"":""39 Massa Drive""}",(555) 610-6738,(555) 133-9319,000774267074,,/services/images/photo/0011g00000nAbt5AAC,,Healthcare,16692600,120,Subsidiary,,,Warm,,0051g000004BvFfAAK,2008-02-13T19:31:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt6AAC,,,Kiening Labs,Channel Partner / Reseller,,2-5 Okinohama,Tokushima,36,770-8052,JP,,,,"{""city"":""Tokushima"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""770-8052"",""state"":""36"",""street"":""2-5 Okinohama""}",2-5 Okinohama,Tokushima,36,770-8052,JP,,,,"{""city"":""Tokushima"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""770-8052"",""state"":""36"",""street"":""2-5 Okinohama""}",(555) 821-9466,(555) 405-4186,000762160103,,/services/images/photo/0011g00000nAbt6AAC,,Biotechnology,1279290,10,Subsidiary,,,Cold,,0051g000004BvFfAAK,2013-12-08T16:54:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt7AAC,,,Maniar Shipping,Channel Partner / Reseller,,"Road #165 Grand Blvd Los Prados, Lot F2, Luis Munoz Marin International Airport",Caguas,PR,,PR,,,,"{""city"":""Caguas"",""country"":""PR"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""PR"",""street"":""Road #165 Grand Blvd Los Prados, Lot F2, Luis Munoz Marin International Airport""}","Road #165 Grand Blvd Los Prados, Lot F2, Luis Munoz Marin International Airport",Caguas,PR,,PR,,,,"{""city"":""Caguas"",""country"":""PR"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""PR"",""street"":""Road #165 Grand Blvd Los Prados, Lot F2, Luis Munoz Marin International Airport""}",(555) 628-3972,(555) 992-3132,000984800687,,/services/images/photo/0011g00000nAbt7AAC,,Shipping,27471000,600,Subsidiary,,,Hot,,0051g000004BvFfAAK,2019-03-06T17:47:41.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt8AAC,,,Rector Recreation,Customer - Channel,,2458 Central Park Avenue,Yonkers,NY,107101125,US,,,,"{""city"":""Yonkers"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""107101125"",""state"":""NY"",""street"":""2458 Central Park Avenue""}",2458 Central Park Avenue,Yonkers,NY,107101125,US,,,,"{""city"":""Yonkers"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""107101125"",""state"":""NY"",""street"":""2458 Central Park Avenue""}",(555) 214-7662,(555) 720-8663,000413594174,,/services/images/photo/0011g00000nAbt8AAC,,Recreation,78428490,410,Subsidiary,,,Warm,,0051g000004BvFfAAK,2018-07-03T16:39:22.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbt9AAC,,,National Rynearson Communications,Channel Partner / Reseller,,"1004 Keller Pkwy, #104",Keller,TX,762483684,US,,,,"{""city"":""Keller"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""762483684"",""state"":""TX"",""street"":""1004 Keller Pkwy, #104""}","1004 Keller Pkwy, #104",Keller,TX,762483684,US,,,,"{""city"":""Keller"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""762483684"",""state"":""TX"",""street"":""1004 Keller Pkwy, #104""}",(555) 326-5113,(555) 654-7638,000344191705,,/services/images/photo/0011g00000nAbt9AAC,,Communications,45403400,700,Subsidiary,,,Warm,,0051g000004BvFfAAK,2018-01-23T23:22:07.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbtAAAS,,,Holway Energy,Prospect,,"المنطقة 6, قطعة 11",مدينة الكويت,KU,,KW,,,,"{""city"":""مدينة الكويت"",""country"":""KW"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""KU"",""street"":""المنطقة 6, قطعة 11""}","المنطقة 6, قطعة 11",مدينة الكويت,KU,,KW,,,,"{""city"":""مدينة الكويت"",""country"":""KW"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""KU"",""street"":""المنطقة 6, قطعة 11""}",(555) 158-8111,(555) 341-3310,000546446871,,/services/images/photo/0011g00000nAbtAAAS,,Energy,126744800,650,Public,,,Cold,,0051g000004BvFfAAK,2019-10-12T02:01:55.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
